"name","authors","year","base","booktitle","doi"
"Search-based Refactoring Detection","Mahouachi, Rim and Kessentini, Marouane and \'{O} Cinn{\'e}ide, Mel",2013,"[""ACM""]","Proceedings of the 15th Annual Conference Companion on Genetic and Evolutionary Computation","10.1145/2464576.2464680"
"SARATHI: Characterization Study on Regression Bugs and Identification of Regression Bug Inducing Changes: A Case-Study on Google Chromium Project","Khattar, Manisha and Lamba, Yash and Sureka, Ashish",2015,"[""ACM"",""Engineering Village""]","Proceedings of the 8th India Software Engineering Conference","10.1145/2723742.2723747"
"MINCE: Mining Change History of Android Project","Sinha, Vibha Singhal and Mani, Senthil and Gupta, Monika",2012,"[""IEEE"",""ACM"",""Engineering Village""]","Proceedings of the 9th IEEE Working Conference on Mining Software Repositories",
"InTime: A Machine Learning Approach for Efficient Selection of FPGA CAD Tool Parameters","Kapre, Nachiket and Ng, Harnhua and Teo, Kirvy and Naude, Jaco",2015,"[""ACM"",""Engineering Village""]","Proceedings of the 2015 ACM/SIGDA International Symposium on Field-Programmable Gate Arrays","10.1145/2684746.2689081"
"Is It Possible to Automatically Port Kernel Modules?","Zhen, Yanjie and Zhang, Wei and Dai, Zhenyang and Mao, Junjie and Chen, Yu",2018,"[""ACM""]","Proceedings of the 9th Asia-Pacific Workshop on Systems","10.1145/3265723.3265732"
"Automating Object Transformations for Dynamic Software Updating","Magill, Stephen and Hicks, Michael and Subramanian, Suriya and McKinley, Kathryn S.",2012,"[""ACM"",""Engineering Village""]","Proceedings of the ACM International Conference on Object Oriented Programming Systems Languages and Applications","10.1145/2384616.2384636"
"Automating Object Transformations for Dynamic Software Updating","Magill, Stephen and Hicks, Michael and Subramanian, Suriya and McKinley, Kathryn S.",2012,"[""ACM"",""Engineering Village""]",,"10.1145/2398857.2384636"
"ADiJaC -- Automatic Differentiation of Java Classfiles","Slu\c{s}anschi, Emil I. and Dumitrel, Vlad",2016,"[""ACM""]",,"10.1145/2904901"
"Evaluating Software Merge Quality","Mehdi, Ahmed-Nacer and Urso, Pascal and Charoy, Fran\c{c}ois",2014,"[""ACM""]","Proceedings of the 18th International Conference on Evaluation and Assessment in Software Engineering","10.1145/2601248.2601275"
"SOTorrent: Reconstructing and Analyzing the Evolution of Stack Overflow Posts","Baltes, Sebastian and Dumani, Lorik and Treude, Christoph and Diehl, Stephan",2018,"[""ACM""]","Proceedings of the 15th International Conference on Mining Software Repositories","10.1145/3196398.3196430"
"An Unsupervised Distance Learning Framework for Multimedia Retrieval","Valem, Lucas Pascotti and Pedronette, Daniel Carlos Guimar\~{a}es",2017,"[""ACM"",""Engineering Village""]","Proceedings of the 2017 ACM on International Conference on Multimedia Retrieval","10.1145/3078971.3079017"
"The Past, Present and Future of Technical Debt: Learning from the Past to Prepare for the Future","Woods, Eoin",2018,"[""ACM""]","Proceedings of the 2018 International Conference on Technical Debt","10.1145/3194164.3194181"
"Locality-aware Mapping and Scheduling for Multicores","Ding, Wei and Kandemir, Mahmut and Yedlapalli, Praveen and Zhang, Yuanrui and Srinivas, Jithendra",2013,"[""ACM""]","Proceedings of the 2013 IEEE/ACM International Symposium on Code Generation and Optimization (CGO)","10.1109/CGO.2013.6495009"
"Embrace Your Issues: Compassing the Software Engineering Landscape Using Bug Reports","Borg, Markus",2014,"[""ACM"",""Engineering Village""]","Proceedings of the 29th ACM/IEEE International Conference on Automated Software Engineering","10.1145/2642937.2653469"
"Seeking the Ground Truth: A Retroactive Study on the Evolution and Migration of Software Libraries","Cossette, Bradley E. and Walker, Robert J.",2012,"[""ACM"",""Engineering Village""]","Proceedings of the ACM SIGSOFT 20th International Symposium on the Foundations of Software Engineering","10.1145/2393596.2393661"
"Verification Modulo Versions: Towards Usable Verification","Logozzo, Francesco and Lahiri, Shuvendu K. and F\""{a}hndrich, Manuel and Blackshear, Sam",2014,"[""ACM""]",,"10.1145/2666356.2594326"
"Verification Modulo Versions: Towards Usable Verification","Logozzo, Francesco and Lahiri, Shuvendu K. and F\""{a}hndrich, Manuel and Blackshear, Sam",2014,"[""ACM""]","Proceedings of the 35th ACM SIGPLAN Conference on Programming Language Design and Implementation","10.1145/2594291.2594326"
"Virtual Textual Model Composition for Supporting Versioning and Aspect-orientation","Bill, Robert and Neubauer, Patrick and Wimmer, Manuel",2017,"[""ACM""]","Proceedings of the 10th ACM SIGPLAN International Conference on Software Language Engineering","10.1145/3136014.3136037"
"Minimizing the Cost of Iterative Compilation with Active Learning","Ogilvie, William F. and Petoumenos, Pavlos and Wang, Zheng and Leather, Hugh",2017,"[""ACM""]","Proceedings of the 2017 International Symposium on Code Generation and Optimization",
"Multiversioned Decoupled Access-execute: The Key to Energy-efficient Compilation of General-purpose Programs","Koukos, Konstantinos and Ekemark, Per and Zacharopoulos, Georgios and Spiliopoulos, Vasileios and Kaxiras, Stefanos and Jimborean, Alexandra",2016,"[""ACM""]","Proceedings of the 25th International Conference on Compiler Construction","10.1145/2892208.2892209"
"Identifying Hotspots in a Program for Data Parallel Architecture: An Early Experience","Sarkar, Santonu and Maltouf, Mageri Filali",2012,"[""ACM"",""Engineering Village""]","Proceedings of the 5th India Software Engineering Conference","10.1145/2134254.2134277"
"Portable Mapping of Data Parallel Programs to OpenCL for Heterogeneous Systems","O'Boyle, Michael F.  P. and Wang, Zheng and Grewe, Dominik",2013,"[""ACM""]","Proceedings of the 2013 IEEE/ACM International Symposium on Code Generation and Optimization (CGO)","10.1109/CGO.2013.6494993"
"Living in Parallel Realities: Co-Existing Schema Versions with a Bidirectional Database Evolution Language","Herrmann, Kai and Voigt, Hannes and Behrend, Andreas and Rausch, Jonas and Lehner, Wolfgang",2017,"[""ACM""]","Proceedings of the 2017 ACM International Conference on Management of Data","10.1145/3035918.3064046"
"How Much Really Changes?: A Case Study of Firefox Version Evolution Using a Clone Detector","Lavoie, Thierry and Merlo, Ettore",2013,"[""ACM""]","Proceedings of the 7th International Workshop on Software Clones",
"What Can Changes Tell About Software Processes?","Russo, Barbara and Steff, Maximilian",2014,"[""ACM""]","Proceedings of the 5th International Workshop on Emerging Trends in Software Metrics","10.1145/2593868.2593869"
"The Code Time Machine","Aghajani, Emad and Mocci, Andrea and Bavota, Gabriele and Lanza, Michele",2017,"[""ACM""]","Proceedings of the 25th International Conference on Program Comprehension","10.1109/ICPC.2017.6"
"Industrial Experience with the Migration of Legacy Models Using a DSL","Schuts, Mathijs and Hooman, Jozef and Tielemans, Paul",2018,"[""ACM"",""Engineering Village""]","Proceedings of the Real World Domain Specific Languages Workshop 2018","10.1145/3183895.3183897"
"Ant Build Maintenance with Formiga","Hardt, Ryan and Munson, Ethan V.",2013,"[""ACM""]","Proceedings of the 1st International Workshop on Release Engineering",
"Patch Verification via Multiversion Interprocedural Control Flow Graphs","Le, Wei and Pattison, Shannon D.",2014,"[""ACM"",""Engineering Village""]","Proceedings of the 36th International Conference on Software Engineering","10.1145/2568225.2568304"
"Development Context Driven Change Awareness and Analysis Framework","Sarma, Anita and Branchaud, Josh and Dwyer, Matthew B. and Person, Suzette and Rungta, Neha",2014,"[""ACM""]","Companion Proceedings of the 36th International Conference on Software Engineering","10.1145/2591062.2591100"
"What Change History Tells Us About Thread Synchronization","Gu, Rui and Jin, Guoliang and Song, Linhai and Zhu, Linjie and Lu, Shan",2015,"[""ACM"",""Engineering Village""]","Proceedings of the 2015 10th Joint Meeting on Foundations of Software Engineering","10.1145/2786805.2786815"
"Hacking and Making at Time-Bounded Events: Current Trends and Next Steps in Research and Event Design","Filippova, Anna and Chapman, Brad and Geiger, R. Stuart and Herbsleb, James D. and Kalyanasundaram, Arun and Trainer, Erik and Moser, Aurelia and Stoltzfus, Arlin",2017,"[""ACM""]","Companion of the 2017 ACM Conference on Computer Supported Cooperative Work and Social Computing","10.1145/3022198.3022658"
"The 2Nd Workshop on Hacking and Making at Time-Bounded Events: Current Trends and Next Steps in Research and Event Design","Pe Than, Ei Pa Pa and Herbsleb, James and Nolte, Alexander and Gerber, Elizabeth and Fiore-Gartland, Brittany and Chapman, Brad and Moser, Aurelia and Wilkins-Diehr, Nancy",2018,"[""ACM""]","Extended Abstracts of the 2018 CHI Conference on Human Factors in Computing Systems","10.1145/3170427.3170615"
"On the Diffuseness and the Impact on Maintainability of Code Smells: A Large Scale Empirical Investigation","Palomba, Fabio and Bavota, Gabriele and Di Penta, Massimiliano and Fasano, Fausto and Oliveto, Rocco and De Lucia, Andrea",2018,"[""ACM""]","Proceedings of the 40th International Conference on Software Engineering","10.1145/3180155.3182532"
"DeepBugs: A Learning Approach to Name-based Bug Detection","Pradel, Michael and Sen, Koushik",2018,"[""ACM"",""Engineering Village""]",,"10.1145/3276517"
"Learning API Usages from Bytecode: A Statistical Approach","Nguyen, Tam The and Pham, Hung Viet and Vu, Phong Minh and Nguyen, Tung Thanh",2016,"[""ACM""]","Proceedings of the 38th International Conference on Software Engineering","10.1145/2884781.2884873"
"An Exploratory Study of Contribution Barriers Experienced by Newcomers to Open Source Software Projects","Hannebauer, Christoph and Book, Matthias and Gruhn, Volker",2014,"[""ACM""]","Proceedings of the 1st International Workshop on CrowdSourcing in Software Engineering","10.1145/2593728.2593732"
"Injecting Mechanical Faults to Localize Developer Faults for Evolving Software","Zhang, Lingming and Zhang, Lu and Khurshid, Sarfraz",2013,"[""ACM"",""Engineering Village""]",,"10.1145/2544173.2509551"
"Injecting Mechanical Faults to Localize Developer Faults for Evolving Software","Zhang, Lingming and Zhang, Lu and Khurshid, Sarfraz",2013,"[""ACM"",""Engineering Village""]","Proceedings of the 2013 ACM SIGPLAN International Conference on Object Oriented Programming Systems Languages \&\#38; Applications","10.1145/2509136.2509551"
"Regressing Towards Simpler Prediction Systems","Chandra, Tushar",2015,"[""ACM""]","Proceedings of the Eighth ACM International Conference on Web Search and Data Mining","10.1145/2684822.2697045"
"Machine Learning-based Detection of Open Source License Exceptions","Vendome, Christopher and Linares-V\'{a}squez, Mario and Bavota, Gabriele and Di Penta, Massimiliano and German, Daniel and Poshyvanyk, Denys",2017,"[""IEEE"",""ACM"",""Engineering Village""]","Proceedings of the 39th International Conference on Software Engineering","10.1109/ICSE.2017.19"
"Coding of Non-stationary Sources As a Foundation for Detecting Change Points and Outliers in Binary Time-series","Sunehag, Peter and Shao, Wen and Hutter, Marcus",2012,"[""ACM""]","Proceedings of the Tenth Australasian Data Mining Conference - Volume 134",
"Crosscutting Revision Control System","Ifrah, Sagi and Lorenz, David H.",2012,"[""IEEE"",""ACM""]","Proceedings of the 34th International Conference on Software Engineering",
"Coaster: Teaching Computer Graphics Incrementally (Abstract Only)","Lewis, Robert R.",2015,"[""ACM""]","Proceedings of the 46th ACM Technical Symposium on Computer Science Education","10.1145/2676723.2691880"
"Avoiding Useless Mutants","Fernandes, Leonardo and Ribeiro, M\'{a}rcio and Carvalho, Luiz and Gheyi, Rohit and Mongiovi, Melina and Santos, Andr{\'e} and Cavalcanti, Ana and Ferrari, Fabiano and Maldonado, Jos{\'e} Carlos",2017,"[""ACM"",""Engineering Village""]",,"10.1145/3170492.3136053"
"Avoiding Useless Mutants","Fernandes, Leonardo and Ribeiro, M\'{a}rcio and Carvalho, Luiz and Gheyi, Rohit and Mongiovi, Melina and Santos, Andr{\'e} and Cavalcanti, Ana and Ferrari, Fabiano and Maldonado, Jos{\'e} Carlos",2017,"[""ACM"",""Engineering Village""]","Proceedings of the 16th ACM SIGPLAN International Conference on Generative Programming: Concepts and Experiences","10.1145/3136040.3136053"
"Automatic and Portable Mapping of Data Parallel Programs to OpenCL for GPU-Based Heterogeneous Systems","Wang, Zheng and Grewe, Dominik and O'boyle, Michael F. P.",2014,"[""ACM"",""Engineering Village""]",,"10.1145/2677036"
"MJ No More: Using Concurrent Wikipedia Edit Spikes with Social Network Plausibility Checks for Breaking News Detection","Steiner, Thomas and van Hooland, Seth and Summers, Ed",2013,"[""ACM""]","Proceedings of the 22Nd International Conference on World Wide Web","10.1145/2487788.2488049"
"HireBuild: An Automatic Approach to History-driven Repair of Build Scripts","Hassan, Foyzul and Wang, Xiaoyin",2018,"[""ACM""]","Proceedings of the 40th International Conference on Software Engineering","10.1145/3180155.3180181"
"QR Code Based Image Steganography via Variable Step Size Firefly Algorithm and Lifting Wavelet Transform","Raja, P. M. Siva and Baburaj, E.",2018,"[""ACM""]","Proceedings of the 2Nd International Conference on Machine Learning and Soft Computing","10.1145/3184066.3184095"
"An Empirical Examination of the Relationship Between Code Smells and Merge Conflicts","Ahmed, Iftekhar and Brindescu, Caius and Mannan, Umme Ayda and Jensen, Carlos and Sarma, Anita",2017,"[""IEEE"",""ACM"",""Engineering Village""]","Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","10.1109/ESEM.2017.12"
"Flexible Access Control for Javascript","Richards, Gregor and Hammer, Christian and Zappa Nardelli, Francesco and Jagannathan, Suresh and Vitek, Jan",2013,"[""ACM"",""Engineering Village""]",,"10.1145/2544173.2509542"
"Flexible Access Control for Javascript","Richards, Gregor and Hammer, Christian and Zappa Nardelli, Francesco and Jagannathan, Suresh and Vitek, Jan",2013,"[""ACM"",""Engineering Village""]","Proceedings of the 2013 ACM SIGPLAN International Conference on Object Oriented Programming Systems Languages \&\#38; Applications","10.1145/2509136.2509542"
